	SRR23389262_bracken_species	SRR23389263_bracken_species	SRR23389264_bracken_species	SRR23389265_bracken_species	SRR23389266_bracken_species	SRR23389267_bracken_species	SRR23389268_bracken_species	SRR23389269_bracken_species	SRR23389270_bracken_species	SRR23389272_bracken_species	SRR23389273_bracken_species	SRR23389274_bracken_species	SRR23389275_bracken_species	SRR23389276_bracken_species	SRR23389277_bracken_species	SRR23389278_bracken_species	SRR23389279_bracken_species	SRR23389280_bracken_species	SRR23389281_bracken_species	SRR23389283_bracken_species	SRR23389284_bracken_species	SRR23389285_bracken_species	SRR23389291_bracken_species	SRR23389292_bracken_species	SRR23389293_bracken_species	SRR23389294_bracken_species	SRR23389295_bracken_species	SRR23389297_bracken_species	SRR23389298_bracken_species	SRR23389299_bracken_species
2690837	3	48	46	91	33	11	12	21	37	14	62	27	75	62	63	43	15	34	18	13	24	61	27	12	45	19	20	26	45	19
1907662	16	17	16	87	17	31	11	6	81	3	87	6	143	163	111	121	6	12	65	53	32	73	44	26	84	20	8	80	95	95
1531429	11	19	25	12	33	15	6	5	27	2	30	14	55	25	28	27	3	17	21	6	11	5	24	10	20	10	2	22	71	21
79604	6	19	18	21	10	7	7	2	19	10	20	16	48	26	29	26	3	6	24	8	12	9	17	5	17	15	3	14	48	20
1870985	4	51	24	17	16	14	7	19	40	15	60	23	67	60	65	61	4	11	32	15	26	13	31	17	38	12	3	21	66	12
328692	15	15	15	16	12	14	16	15	15	17	15	17	12	19	13	15	13	10	14	14	9	12	14	11	14	16	14	16	31	17
46506	63693	2776	2756	47510	12092	1709	215	529	11190	94980	5795	185	1208	1797	17290	4213	25632	2174	4537	71977	3457	4158	29450	15394	6952	3725	25680	23348	1138	629
28111	16744	495	276	11993	923	113	74	237	3238	3596	3413	17562	1281	2250	229	1019	5866	411	343	758	1831	1015	2560	2835	4491	725	3796	3634	1370	606
820	17102	2688	2471	21791	6690	1548	854	1625	13620	9794	8177	43835	5219	7474	69721	5859	31635	25109	1731	30798	2366	92591	17225	4164	7082	3663	30644	10895	1852	2448
2528203	1517	181	56	1297	533	171	109	56	954	1423	224	817	116	4425	1298	394	1511	1491	150	1894	175	3421	5996	401	1480	156	1883	1641	88	76
2763022	294	183	857	222	419	204	129	137	138	411	94	52	191	151	2953	254	1113	254	133	292	379	584	2979	447	599	348	597	530	499	471
556259	285	349	319	226	726	66	25	291	191	247	94	25	150	112	946	244	954	444	85	298	71	520	297	201	309	84	477	472	279	148
2847299	693	1574	991	357	369	732	3370	1737	112	472	1907	807	534	264	769	814	647	904	488	3502	769	968	695	1161	1307	631	460	783	411	1262
371601	5703	4933	3537	2924	2537	3292	5192	7267	1085	3560	7530	1087	3503	3730	7930	2828	11910	3124	2794	3745	5376	8317	13675	6964	5024	5424	3260	6006	1992	7915
818	3693	5622	10171	26482	3580	4760	12652	12262	4481	12030	10271	2091	4911	1491	11464	8391	13991	15737	5403	5709	6417	7435	9821	9190	3663	4693	16550	6400	3630	9655
2650157	2888	1497	2461	2137	848	1513	379	605	2979	3436	529	40	314	1301	402	2527	17829	5714	668	1730	387	12549	1993	1672	2578	666	11561	1585	1085	369
817	18852	8430	6213	33012	19092	6443	361	6156	12113	8945	11397	28359	4179	10022	15667	16572	15371	9832	5780	29942	3366	13448	39159	16172	20954	25726	42466	9403	9073	9001
674529	2451	509	539	1412	845	284	583	894	547	1995	532	515	1013	378	309	1047	2526	625	477	1465	484	1511	1700	691	1540	2786	1739	2664	261	472
28116	3692	2445	3373	4505	10859	538	2977	5733	3178	4247	3741	6062	3200	1295	18383	3186	8608	4279	2062	4417	2922	6466	4797	7066	4367	2674	3528	7097	4035	1575
291644	1669	3770	230	15031	3900	497	104	279	3805	2611	437	292	293	266	234	725	3716	683	189	893	251	539	3424	415	1233	631	6865	2027	86	168
329854	1127	336	220	9321	406	219	105	348	403	1646	681	52	338	117	4529	606	1150	230	115	662	292	924	1219	443	1421	296	874	1046	558	147
47678	1066	10153	3557	10561	1546	1577	362	2879	1519	3396	1023	175	3710	3117	7475	11184	39400	4963	462	10642	3299	9341	7226	2505	8157	1397	8698	4032	7132	1158
291645	936	981	859	654	540	624	1293	709	248	1144	1040	1242	442	541	182	1217	1757	1371	454	723	443	705	1483	1249	1177	489	1087	1353	4198	727
246787	701	647	253	19707	769	298	622	665	246	980	1179	821	297	571	723	642	953	8951	292	809	342	1639	6334	761	1887	883	1145	1110	687	258
290053	490	250	161	303	252	186	80	173	134	784	181	18	107	376	105	415	577	154	130	368	203	263	994	311	917	323	623	815	19	114
2715212	484	322	271	268	285	209	175	177	172	935	173	40	150	158	185	479	881	335	107	519	182	494	1224	205	771	326	935	942	531	172
1796613	373	217	68	903	295	126	62	219	240	509	190	225	141	213	260	353	640	205	62	337	141	383	1248	140	611	438	553	509	107	98
28113	348	162	131	130	339	66	18	37	75	610	243	23	101	139	54	420	317	45	184	315	225	170	728	307	624	277	474	679	24	151
28119	256	191	177	137	176	108	107	228	89	625	379	43	124	111	63	333	305	292	130	279	211	156	822	406	664	338	502	770	25	152
151276	95	96	74	64	46	31	174	185	15	118	34	3	115	21	3	143	262	68	58	99	60	63	267	212	238	126	135	271	2	37
821	70175	24818	11134	40574	2822	5934	13923	7192	22204	121306	4311	130458	8554	15372	116708	4593	87658	45272	3632	27863	2880	84552	36800	51187	22269	12349	91202	25227	34365	12451
387090	2523	1387	2818	1523	4150	750	3928	3108	860	11550	2030	7031	1713	236	200	5006	5787	41005	1326	5098	1372	1000	13003	1466	7803	3941	7387	12143	280	1397
357276	2548	4255	1171	21895	32257	12449	1517	8593	33253	5201	11579	18047	1670	12432	2939	26373	27484	12103	4363	16867	2502	21697	25410	2271	3148	1403	3790	3652	1760	1829
376805	1134	576	354	553	1280	325	418	343	457	3267	468	215	328	347	549	1541	2243	443	266	1324	517	460	3930	394	3708	1225	2358	3862	116	362
823	11014	9216	1751	20402	6840	2319	2402	2905	5845	13254	1805	10825	2281	6318	8927	5395	11440	5690	2196	19022	7022	16251	14662	13067	11789	12390	10975	8528	3430	2468
46503	3683	1462	1387	736	1572	1001	198	217	618	2476	2146	557	2633	4830	6439	2211	3939	265	1453	1102	5635	1213	3129	2815	2381	3048	562	2388	630	748
328812	457	425	163	1225	161	223	145	176	164	474	127	1169	155	58	42	312	935	148	90	1587	234	309	557	230	354	421	335	544	359	135
387661	373	122	67	730	3105	45	41	1560	2047	469	213	175	147	94	630	554	403	1539	131	8284	404	112	864	832	932	219	2788	545	371	242
2685834	162	108	60	1427	102	136	235	78	73	372	114	26	385	76	54	189	1293	81	232	223	107	530	532	126	1109	142	560	1217	53	75
1217282	126	94	65	164	89	86	341	137	50	250	52	59	78	38	64	162	345	51	44	181	80	108	296	115	209	124	215	270	28	50
2913621	317	105	543	22	82	429	34	573	12	147	713	2	313	22	5	61	62	32	546	78	983	28	284	942	484	534	116	540	17	615
2937774	305	128	637	20	55	676	220	702	9	94	737	2	383	14	5	39	40	56	662	35	1003	18	195	887	416	704	63	535	8	732
712471	249	29	285	13	12	274	22	334	8	31	378	5	249	37	12	27	34	7	319	17	515	8	156	570	164	360	31	378	12	407
28131	1058	1284	790	66	118	634	3162	3005	41	124	1292	21	945	26	25	97	145	99	1077	79	1771	40	495	1490	710	1081	138	948	25	1607
28132	650	708	1951	96	770	2136	2123	3908	41	137	1781	6	1036	24	16	152	268	455	2059	143	3167	70	489	2029	2601	1424	174	991	47	1922
839	443	362	1292	16	213	1104	437	1274	26	179	1190	16	782	25	13	90	53	126	1049	86	1902	42	308	1444	913	873	135	837	32	1255
77095	358	412	931	40	403	1650	1559	2200	20	78	872	7	534	22	11	94	116	808	1158	67	1504	30	288	1161	1288	719	70	359	89	1004
52227	355	223	793	27	736	812	293	1092	14	48	1010	12	807	63	4	107	56	113	1067	36	1750	16	278	1727	573	1140	64	863	40	1290
589436	329	81	599	66	55	436	134	750	42	127	739	12	359	37	17	46	43	57	503	68	938	45	205	854	585	550	118	702	7	547
28129	318	243	819	19	293	1031	403	2348	12	118	914	6	764	23	9	59	61	158	992	58	1519	14	240	1067	563	1162	92	577	41	1134
1177574	250	422	1650	26	404	677	1523	2655	17	92	1391	4	643	5	6	302	68	559	998	43	1596	19	195	1081	631	680	42	504	61	1036
28125	197	544	610	13	395	676	229	1219	14	157	597	7	339	6	10	26	35	250	617	28	940	7	142	689	1852	599	28	229	19	627
28128	159	182	391	82	112	379	214	1706	5	113	506	5	575	15	23	103	48	98	648	92	774	13	139	593	353	1082	31	587	4	1060
2801997	132	130	369	8	150	970	153	797	9	58	446	15	196	10	4	58	55	36	534	40	691	9	118	404	571	277	33	220	2	355
470565	137	270	336	6	127	176	143	471	16	34	280	4	173	3	2	42	31	125	250	18	392	2	74	382	394	165	17	183	11	284
454154	2577	1149	2890	7080	7265	790	324	1017	1364	428	1280	45	2639	2157	18	4317	2715	361	1644	147	2487	985	1707	1461	275	2528	6419	6082	24	1254
454155	793	313	219	1596	1389	176	31	1060	268	358	205	23	337	110	736	878	332	238	365	350	534	364	593	239	393	449	1738	1185	51	110
165179	1192	182742	217590	162	227694	153730	366592	209786	100	207	57758	52	85121	4037	57	31871	213	140159	90014	123	118087	52	675	122661	59843	58679	147	1559	8698	123556
28127	616	944	716	55	95	570	2325	2338	10	181	1472	17	720	34	17	101	311	544	1134	58	1959	26	379	1513	658	1241	62	586	8	1689
76123	148	70	211	20	12	137	109	328	12	62	282	5	136	5	3	35	44	5	239	41	480	9	150	340	314	227	24	287	7	271
214856	1370	554	441	3457	2157	424	418	759	590	463	567	10	314	10672	1237	1739	786	4398	442	6549	760	279	1078	1386	2813	468	1038	329	1042	745
2585118	1045	418	596	1358	45	203	31	134	859	59	2016	14	455	1281	2100	3113	1236	786	418	2340	86	183	609	276	443	412	919	310	1542	448
328814	767	2052	107	3052	13	384	8	69	629	64	997	57	1275	5272	3161	5679	4673	3582	476	1805	307	556	3424	868	227	190	5232	418	945	352
2364787	480	2610	1467	500	102	925	4554	4255	117	82	2152	5	698	381	467	646	196	1246	834	716	838	78	347	1765	178	163	272	983	482	2388
328813	409	471	666	5683	93	79	21	59	3287	312	2880	21	630	1824	1224	4082	1308	1109	81	1885	88	421	1751	312	2518	87	837	305	8419	119
538949	85	221	114	312	41	106	79	57	144	105	203	6	30	465	535	440	291	455	41	697	81	67	331	93	129	83	328	144	326	53
2585119	85	202	160	1100	568	35	4	21	251	49	266	9	687	586	627	531	383	490	33	711	78	1831	352	117	198	40	302	137	980	60
28118	3236	1185	82	1858	652	108	133	578	1645	157	2705	264	803	2030	2775	3326	4032	2534	800	631	1749	1287	1953	1235	476	565	2865	964	152	1171
2093856	1025	184	120	1771	369	40	43	1621	220	87	267	7	927	80	112	245	311	380	303	508	470	228	423	248	303	1354	466	444	282	1891
544645	271	936	38	2691	34	129	42	95	594	185	795	96	766	1017	20	2031	837	1125	563	1423	322	1323	360	1264	585	224	1124	1063	1348	594
2530390	151	46	131	303	42	75	25	148	24	147	186	34	72	64	29	96	49	23	149	43	154	10	213	224	270	120	66	142	196	178
1796646	106	45	44	684	23	18	50	60	10	76	119	5	46	22	29	63	79	11	63	34	125	13	147	236	43	250	54	127	79	116
2606626	110	50	376	47	39	151	393	588	26	13	295	3	139	17	7	48	33	50	301	8	296	35	156	776	291	482	21	192	60	457
2518971	101	29	84	125	62	54	4	92	14	109	99	36	36	24	16	129	100	100	98	61	101	37	135	149	88	148	71	131	142	87
397865	250	75	193	424	263	132	5	86	100	554	201	7	91	141	741	334	227	396	129	700	172	246	568	231	188	266	454	643	61	114
1099853	92	16	98	381	23	8	7	125	445	120	30	156	25	179	143	606	183	137	18	55	40	2414	179	47	218	100	133	276	566	30
322095	19	18	22	294	27	56	32	65	7	32	36	2	37	9	10	19	51	28	29	4	17	12	37	45	28	83	19	28	9	11
1642646	163	105	17	68	80	21	59	227	23	143	61	28	38	11	25	69	26	114	228	76	332	37	131	143	83	366	217	158	33	295
185300	13	18	3	22	16	10	48	5	8	41	28	2	8	10	4	28	75	13	11	25	18	17	83	31	71	33	60	78	2	8
1717717	6	15	16	9	6	4	15	52	5	13	15	3	19	8	4	8	15	9	14	10	26	5	19	17	25	14	7	19	5	17
3003260	19	9	16	17	8	24	15	16	26	29	19	15	14	18	22	23	25	16	21	24	23	30	21	20	21	14	28	18	20	20
28251	17	8	7	7	8	16	18	6	7	10	16	2	10	11	12	23	22	5	14	26	29	14	113	23	91	13	9	24	5	14
1653831	9	12	5	5	15	14	11	5	10	7	12	7	7	9	3	15	21	7	19	25	4	17	18	19	18	12	12	24	12	12
2910158	51	32	81	31	36	42	36	32	36	39	33	35	30	35	36	49	37	36	38	38	35	40	41	47	38	40	36	50	39	42
1411316	4	8	9	8	26	37	4	17	5	30	15	3	7	3	8	14	7	4	7	14	9	5	25	25	47	26	27	12	2	26
562	121	96	4378	89	13489	11417	3102	1395	834	815	2392	59945	805	593	4472	1378	142	1975	6325	7473	1617	9435	22381	1073	422	111250	3320	245	8683	2838
550	15	12	300	19	11	51	19	29	76	194	154	60	6269	10	176	24	56	13	1252	277	509	13	18	17	84	66	9	29	203	1505
28901	8	22	90	23	36	176	46	24	71	3	93	125	360	194	35	26	23	48	67	47	174	45	323	132	80	1121	36	39	193	50
582	8	14	11	5	11	16	4	6	12	12	13	3	11	8	8	19	8	4	17	10	5	11	22	21	11	14	11	12	15	13
294	24	7	19	6	6	10	2	5	28	14	28	16	14	16	17	13	9	9	13	18	19	29	30	19	16	14	6	27	25	15
316	5	18	14	21	5	14	4	22	23	8	18	2	14	17	18	17	4	9	23	14	18	11	11	15	4	17	23	19	26	23
729	216	70	649	8	79	670	1482	49	310	2426	109	39	934	7	12	16	39	73	110	5	4526	10	977	12	3068	9737	400	19	70	2037
45610	9	6	10	10	9	8	8	14	13	10	15	7	9	9	9	10	7	6	8	7	10	8	12	14	10	7	7	12	9	10
83771	8	3	14	6	5338	11	11	18	27	6	15	8	26	8	8	7	7	9	947	13	10	10	12	20	10	11	7	21	8	15
1852381	53	89	69	26	3	55	46	3	44	179	388	9	41	6	3	4	114	250	22	116	137	375	204	84	15	23	12	76	6	25
367825	52	54	50	52	49	50	48	36	59	68	52	46	55	51	48	45	57	55	54	61	59	57	65	57	52	52	41	59	58	45
80866	83	84	67	84	57	56	56	43	78	89	65	43	59	91	60	70	55	65	53	73	69	74	88	70	63	62	61	93	60	67
34073	19	14	27	17	6	7	9	11	17	28	45	3	30	42	6	15	5	18	16	16	18	16	22	33	16	10	10	39	47	11
37448	4	5	4	5	4	4	4	3	4	4	7	6	6	3	7	7	6	6	4	4	4	5	4	4	7	6	6	3	9	3
945844	30	36	29	32	29	33	28	27	33	34	35	31	30	32	39	33	31	35	33	38	37	37	37	33	32	29	34	36	33	28
2728021	24	26	28	26	25	25	22	24	31	30	31	23	26	27	31	21	24	30	24	34	24	33	29	27	22	21	28	23	32	26
29581	27	19	27	23	25	27	25	33	28	45	26	22	29	22	22	24	21	27	27	27	31	32	43	26	33	22	29	30	30	26
80842	13	14	9	10	9	10	7	6	16	6	8	6	10	16	10	10	10	13	12	17	11	18	14	9	11	7	7	8	16	10
1296669	45	47	46	48	45	42	44	40	46	55	39	38	46	46	42	40	43	52	44	46	55	55	52	48	47	43	41	50	40	45
76731	32	33	33	34	28	33	35	26	31	34	31	28	32	30	31	29	31	34	34	37	38	38	38	37	33	32	28	33	31	35
215580	21	26	30	23	19	21	19	18	23	33	21	11	24	22	21	20	14	28	22	32	35	23	28	25	23	24	15	23	18	23
2041385	61	71	61	80	64	66	59	61	70	68	80	56	69	77	72	70	57	72	69	70	78	71	61	63	59	66	70	70	88	64
1325095	15	13	15	20	16	14	14	16	16	29	20	14	12	16	18	19	14	14	13	12	19	12	20	14	20	16	19	12	13	25
290	17	18	17	18	19	15	16	17	21	18	21	17	19	17	17	17	17	18	19	19	20	20	19	17	24	17	18	19	22	22
151416	12	11	13	15	11	12	13	11	14	17	12	11	15	15	11	12	15	11	11	9	14	10	18	13	9	15	18	15	16	14
135719	33	24	33	37	21	40	24	37	33	32	39	26	38	30	26	48	21	36	28	32	45	35	24	39	32	30	24	36	48	55
901	699	56	11	86	85	7	4	55	1223	10	29	43	1344	2675	69	47	37	1588	1399	3348	1069	179	1136	2015	1021	15	100	1483	45	14
197	48	269	67	50	152	151	4	110	169	53	221	184	110	1477	30	1127	328	104	81	181	332	360	210	265	81	147	82	294	211	64
